Category,Message,TokenizedMessage,ProcessedMessage
"ham","Haha figures, well I found the piece and priscilla's bowl",""Haha","figures,","well","I","found","the","piece","and","priscilla's","bowl"","Haha figures, well I found piec priscilla' bowl"
"ham","Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",""Actually","fuck","that,","just","do","whatever,","do","find","an","excuse","to","be","in","tampa","at","some","point","before","january","though"","Actu fuck that, whatever, find excu tampa point january though"
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only","URGENT!,We,are,trying,to,contact,U.,Todays,draw,shows,that,you,have,won,a,£800,prize,GUARANTEED.,Call,09050001808,from,land,line.,Claim,M95.,Valid12hrs,only","URGENT! W try contact U. Today draw show £800 pr GUARANTEED. Call 09050001808 land line. Claim M95. Valid12hr"
"ham","yay! finally lol. i missed our cinema trip last week :-(","yay!,finally,lol.,i,missed,our,cinema,trip,last,week,:-(","yay! fin lol. cinema trip last week :-("
"ham","All day working day:)except saturday and sunday..","All,day,working,day:)except,saturday,and,sunday..","All day work day:)except saturday sunday.."
"ham","aathi..where are you dear..","aathi..where,are,you,dear..","aathi..wh dear.."
"ham","Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams","Heart,is,empty,without,love..,Mind,is,empty,without,wisdom..,Eyes,r,empty,without,dreams,&amp;,Life,is,empty,without,frnds..,So,Alwys,Be,In,Touch.,Good,night,&amp;,sweet,dreams","Heart empty without love.. Mind empty without wisdom.. Ey r empty without dream &amp; Lif empty without frnds.. So Alwy B In Touch. Good night &amp; sweet dream"
"ham","I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",""I","think","I‘m","waiting","for","the","same","bus!","Inform","me","when","you","get","there,","if","you","ever","get","there."","I think I‘m wait bus! Inform get there, ev get there."
"ham","You getting back any time soon?","You,getting,back,any,time,soon?","You gett back tim soon?"
"ham",", how's things? Just a quick question.","",","how's","things?","Just","a","quick","question."",", how' things? Just quick question."
"ham","Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",""Night","has","ended","for","another","day,","morning","has","come","in","a","special","way.","May","you","smile","like","the","sunny","rays","and","leaves","your","worries","at","the","blue","blue","bay.","Gud","mrng"","Night end anoth day, morn com speci way. May smil lik sunny ray leav worr blu blu bay. Gud mrng"
"ham","I can probably come by, everybody's done around  &lt;#&gt;  right?",""I","can","probably","come","by,","everybody's","done","around","&lt;#&gt;","right?"","I probab com by, everybody' don around &lt;#&gt; right?"
"ham","I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.","I,got,it,before,the,new,year,cos,yetunde,said,she,wanted,to,surprise,you,with,it,but,when,i,didnt,see,money,i,returned,it,mid,january,before,the,&lt;#&gt;,day,return,period,ended.","I got new year co yetund said want surpr didnt money turn mid january &lt;#&gt; day turn period ended."
"ham","I can ask around but there's not a lot in terms of mids up here","I,can,ask,around,but,there's,not,a,lot,in,terms,of,mids,up,here","I ask around there' lot term mid"
"ham","Be sure to check your yahoo email. We sent photos yesterday","Be,sure,to,check,your,yahoo,email.,We,sent,photos,yesterday","B sur check yahoo email. W sent photo yesterday"
"ham","What was she looking for?","What,was,she,looking,for?","What look for?"
"ham","Wherre's my boytoy ? :-(","Wherre's,my,boytoy,?,:-(","Wherre' boytoy ? :-("
"spam","Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow","Do,you,want,a,NEW,video,phone750,anytime,any,network,mins,150,text,for,only,five,pounds,per,week,call,08000776320,now,or,reply,for,delivery,tomorrow","Do want NEW video phone750 anytim network min 150 text fiv pound p week call 08000776320 p delivery tomorrow"
"ham","Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",""Hello,","my","love!","How","goes","that","day","?","I","wish","your","well","and","fine","babe","and","hope","that","you","find","some","job","prospects.","I","miss","you,","boytoy","...","*a","teasing","kiss*"","Hello, love! How go day ? I wish well fin bab hop find job prospects. I you, boytoy ... *a tea kiss*"
"ham","Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.","Tell,my,bad,character,which,u,Dnt,lik,in,me.,I'll,try,to,change,in,&lt;#&gt;,.,I,ll,add,tat,2,my,new,year,resolution.,Waiting,for,ur,reply.Be,frank...good,morning.","Tell bad charact u Dnt lik me. I'll try chang &lt;#&gt; . I add tat 2 new year solution. Wait ur ply.B frank...good morning."
"ham","No:-)i got rumour that you going to buy apartment in chennai:-)","No:-)i,got,rumour,that,you,going,to,buy,apartment,in,chennai:-)","No:-)i got rumour go buy apart chennai:-)"
"ham","Yeah, probably earlier than that",""Yeah,","probably","earlier","than","that"","Yeah, probab earli"
"ham","Change windows logoff sound..","Change,windows,logoff,sound..","Chang window logoff sound.."
"ham","Still i have not checked it da. . .","Still,i,have,not,checked,it,da.,.,.","Still check da. . ."
"ham","I'm also came to room.","I'm,also,came,to,room.","I'm also cam room."
"ham","Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...","Huh,but,i,got,lesson,at,4,lei,n,i,was,thinkin,of,going,to,sch,earlier,n,i,tot,of,parkin,at,kent,vale...","Huh got lesson 4 lei n thinkin go sch earli n tot parkin kent vale..."
"ham","Ok.","Ok.","Ok."
"ham","I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free","I,will,reach,office,around,&lt;DECIMAL&gt;,.,&amp;,my,mobile,have,problem.,You,cann't,get,my,voice.,So,call,you,asa,i'll,free","I ach offic around &lt;DECIMAL&gt; . &amp; mobil problem. You cann't get voice. So call asa i'll fr"
"ham","Cool, text me when you head out",""Cool,","text","me","when","you","head","out"","Cool, text head"
"spam","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",""You","are","being","contacted","by","our","dating","service","by","someone","you","know!","To","find","out","who","it","is,","call","from","a","land","line","09050000878.","PoBox45W2TG150P"","You contact dat servic someon know! To find is, call land lin 09050000878. PoBox45W2TG150P"
"spam","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",""Wan2","win","a","Meet+Greet","with","Westlife","4","U","or","a","m8?","They","are","currently","on","what","tour?","1)Unbreakable,","2)Untamed,","3)Unkempt.","Text","1,2","or","3","to","83049.","Cost","50p","+std","text"","Wan2 win Meet+Greet Westlif 4 U m8? They current tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 3 83049. Cost 50p +std text"
"ham","Happy birthday... May u find ur prince charming soon n dun work too hard...","Happy,birthday...,May,u,find,ur,prince,charming,soon,n,dun,work,too,hard...","Happy rthday... May u find ur princ charm soon n dun work hard..."
"ham","Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",""Oh,","the","grand","is","having","a","bit","of","a","party","but","it","doesn't","mention","any","cover","charge","so","it's","probably","first","come","first","served"","Oh, grand t party men cov charg probab first com first serv"
"ham","You said to me before i went back to bed that you can't sleep for anything.","You,said,to,me,before,i,went,back,to,bed,that,you,can't,sleep,for,anything.","You said went back b can't sleep anything."
"ham","I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX","I,hope,you,arnt,pissed,off,but,id,would,really,like,to,see,you,tomorrow.,Love,me,xxxxxxxxxxxxxX","I hop arnt pi id would lik tomorrow. Lov xxxxxxxxxxxxxX"
"spam","Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..","Dorothy@kiefer.com,(Bank,of,Granite,issues,Strong-Buy),EXPLOSIVE,PICK,FOR,OUR,MEMBERS,*****UP,OVER,300%,***********,Nasdaq,Symbol,CDGT,That,is,a,$5.00,per..","Dorothy@kiefer.com (Bank Granit issu Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That $5.00 per.."
"ham","says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.","says,the,&lt;#&gt;,year,old,with,a,man,and,money.,I'm,down,to,my,last,&lt;#&gt;,.,Still,waiting,for,that,check.","say &lt;#&gt; year old man money. I'm last &lt;#&gt; . Still wait check."
"ham","I will come to ur home now","I,will,come,to,ur,home,now","I com ur hom"
"ham","Free any day but i finish at 6 on mon n thurs...","Free,any,day,but,i,finish,at,6,on,mon,n,thurs...","Fr day finish 6 mon n thurs..."
"ham","Will you be here for food","Will,you,be,here,for,food","Will food"
"ham","life alle mone,eppolum oru pole allalo",""life","alle","mone,eppolum","oru","pole","allalo"","lif all mone,eppolum oru pol allalo"
"ham","Nite...","Nite...","Nite..."
"ham","Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",""Two","fundamentals","of","cool","life:","""Walk,","like","you","are","the","KING""...!","OR","""Walk","like","you","Dont","care,whoever","is","the","KING""!...","Gud","nyt"","Two funda cool life: ""Walk, lik KING""...! OR ""Walk lik Dont care,whoev KING""!... Gud nyt"
"ham","Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",""Camera","quite","good,","10.1mega","pixels,","3optical","and","5digital","dooms.","Have","a","lovely","holiday,","be","safe","and","i","hope","you","hav","a","good","journey!","Happy","new","year","to","you","both!","See","you","in","a","couple","of","weeks!"","Camera quit good, 10.1mega pixels, 3optic 5digit dooms. Hav lov holiday, saf hop hav good journey! Happy new year both! S coupl weeks!"
"ham","Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x","Hi,Petey!noim,ok,just,wanted,2,chat,coz,avent,spoken,2,u,4,a,long,time-hope,ur,doin,alrite.have,good,nit,at,js,love,ya,am.x","Hi Petey!noim ok want 2 chat coz avent spoken 2 u 4 long time-hop ur doin alrite.hav good nit j lov ya am.x"
"ham","I just saw ron burgundy captaining a party boat so yeah","I,just,saw,ron,burgundy,captaining,a,party,boat,so,yeah","I saw ron burgundy captain party boat yeah"
"ham","I'm serious. You are in the money base","I'm,serious.,You,are,in,the,money,base","I'm serious. You money ba"
"ham","Already one guy loving you:-.","Already,one,guy,loving,you:-.","Already on guy lov you:-."
"ham","Staff of placement training in Amrita college.","Staff,of,placement,training,in,Amrita,college.","Staff plac train Amrita college."
"ham","I always chat with you. In fact i need money can you raise me?","I,always,chat,with,you.,In,fact,i,need,money,can,you,raise,me?","I alway chat you. In fact n money ra me?"
"ham","I'm job profile seems like bpo..","I'm,job,profile,seems,like,bpo..","I'm job profil seem lik bpo.."
"ham","Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",""Well,","I","was","about","to","give","up","cos","they","all","said","no","they","didn‘t","do","one","nighters.","I","persevered","and","found","one","but","it","is","very","cheap","so","i","apologise","in","advance.","It","is","just","somewhere","to","sleep","isnt","it?"","Well, I giv co said didn‘t on nighters. I persev found on cheap apolog advance. It somewh sleep isnt it?"
"ham","So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",""So","you","think","i","should","actually","talk","to","him?","Not","call","his","boss","in","the","morning?","I","went","to","this","place","last","year","and","he","told","me","where","i","could","go","and","get","my","car","fixed","cheaper.","He","kept","telling","me","today","how","much","he","hoped","i","would","come","back","in,","how","he","always","regretted","not","getting","my","number,","etc."","So think actu talk him? Not call bo morning? I went plac last year told could go get car fix cheaper. H kept tell today much hop would com back in, alway grett gett number, etc."
"ham","Are you willing to go for apps class.","Are,you,willing,to,go,for,apps,class.","Ar will go app class."
"ham","Hanging out with my brother and his family","Hanging,out,with,my,brother,and,his,family","Hang broth fami"
"ham","No it will reach by 9 only. She telling she will be there. I dont know","No,it,will,reach,by,9,only.,She,telling,she,will,be,there.,I,dont,know","No ach 9 only. Sh tell there. I dont know"
"ham","Hey... are you going to quit soon? Xuhui and i working till end of the month","Hey...,are,you,going,to,quit,soon?,Xuhui,and,i,working,till,end,of,the,month","Hey... go quit soon? Xuhui work till end month"
"ham","Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",""Im","sorry","bout","last","nite","it","wasnt","ur","fault","it","was","me,","spouse","it","was","pmt","or","sumthin!","U","4give","me?","I","think","u","shldxxxx"","Im sorry bout last nit wasnt ur fault me, spou pmt sumthin! U 4giv me? I think u shldxxxx"
"ham","Try neva mate!!","Try,neva,mate!!","Try neva mate!!"
